,Product Name,Product Price,Key Features,Availability,Image Link,Product Link,brand
383,SmallRig 17mm Threaded Lens Backplate for iPhone 13 Pro Mobile Cage,$11,"Designed for the iPhone 13 Pro Cage,17mm Lens Thread,Doesn't Block Your iPhone's Camera,Secured Using Three Screws",In Stock,,https://www.bhphotovideo.com/c/product/1673773-REG/smallrig_3635_17mm_threaded_lens_backplane.html,SmallRig
384,"SmallRig 1/4""-20 Thread to Cold Shoe Adapter for the Pro Mobile Cage (Flat)",$11,"For the Pro Mobile Cage,Provides an Extra Cold Shoe Mount,Change the Position of a Mic,Anti-Rotation Thread Design",In Stock,,https://www.bhphotovideo.com/c/product/1554786-REG/smallrig_1_4_20_thread_to_cold.html,SmallRig
385,"Apple 12.9"" iPad Pro M1 Chip (Mid 2021, 256GB, Wi-Fi Only, Silver)","$1,099","12.9"" Liquid Retina XDR Touchscreen,2732 x 2048 Screen Resolution (264 ppi),Apple M1 8-Core CPU,256GB Storage | 8GB RAM",In Stock,,https://www.bhphotovideo.com/c/product/1636231-REG/apple_mhnj3ll_a_12_9_ipad_pro_wifi.html,Apple
386,"Apple 10.2"" iPad (9th Gen, 256GB, Wi-Fi + 4G LTE, Silver)",$609,"10.2"" Multi-Touch Retina Display,2160 x 1620 Screen Resolution (264 ppi),Apple A13 Bionic Chip,256GB Storage Capacity",In Stock,,https://www.bhphotovideo.com/c/product/1664336-REG/apple_mk6a3ll_a_10_2_ipad_wi_fi.html,Apple
387,"Apple 10.9"" iPad Air (4th Gen, 256GB, Wi-Fi Only, Sky Blue)",$749,"10.9"" Liquid Retina Display,2360 x 1640 Screen Resolution (264 ppi),Apple A14 Bionic Chip | Neural Engine,Wi-Fi 6 (802.11ax) | Bluetooth 5.0",In Stock,,https://www.bhphotovideo.com/c/product/1594492-REG/apple_myfy2ll_a_10_9_ipad_air_wi_fi.html,Apple
388,"Apple 12.9"" iPad Pro M1 Chip (Mid 2021, 512GB, Wi-Fi + 5G LTE, Space Gray)","$1,599","12.9"" Liquid Retina XDR Touchscreen,2732 x 2048 Screen Resolution (264 ppi),Apple M1 8-Core CPU,512GB Storage | 8GB RAM",In Stock,,https://www.bhphotovideo.com/c/product/1636242-REG/apple_mhny3ll_a_12_9_ipad_pro_wifi.html,Apple
389,"Apple 12.9"" iPad Pro M1 Chip (Mid 2021, 1TB, Wi-Fi Only, Space Gray)","$1,649","12.9"" Liquid Retina XDR Touchscreen,2732 x 2048 Screen Resolution (264 ppi),Apple M1 8-Core CPU,1TB Storage | 16GB RAM",In Stock,,https://www.bhphotovideo.com/c/product/1636234-REG/apple_mhnm3ll_a_12_9_ipad_pro_wifi.html,Apple
390,"Apple 11"" iPad Pro M1 Chip (Mid 2021, 128GB, Wi-Fi + 5G LTE, Space Gray)",$999,"11"" Liquid Retina Touchscreen,2388 x 1668 Screen Resolution (264 ppi),Apple M1 8-Core CPU,128GB Storage | 8GB RAM",In Stock,,https://www.bhphotovideo.com/c/product/1636218-REG/apple_mhmt3ll_a_11_ipad_pro_wi_fi.html,Apple
391,"Apple 11"" iPad Pro M1 Chip (Mid 2021, 128GB, Wi-Fi Only, Space Gray)",$799,"11"" Liquid Retina Touchscreen,2388 x 1668 Screen Resolution (264 ppi),Apple M1 8-Core CPU,128GB Storage | 8GB RAM",In Stock,,https://www.bhphotovideo.com/c/product/1636248-REG/apple_mhqr3ll_a_11_ipad_pro_wi_fi.html,Apple
392,Zoom iQ7 Mid-Side Stereo Microphone for iOS Devices with Lightning Connector,$99,"For Vlogging, Music Videos & More,Stereo Capsule with Lightning Connector,Realistic Stereo Recordings on iPhone,Broadcast-Quality 48 kHz / 16-Bit Audio",In Stock,,https://www.bhphotovideo.com/c/product/1090754-REG/zoom_iq7_ms_stereo_mic.html,Zoom
393,"Synco P2T Miniature 2-Person Digital Wireless Microphone System with USB Connector for Android Phones (Blue Stone, 2.4 GHz)",$119,"For Podcast, Vlog, Streaming, Meetings,2 Clip-On Microphone/Transmitters,Miniature Plug-In Receiver (USB Type-C),Easy to Use, Automatic Pairing",In Stock,,https://www.bhphotovideo.com/c/product/1679224-REG/synco_p2t_bl_2_4g_wireless_microphone_system.html,Synco
394,Saramonic LavMicro U1B Omnidirectional Lavalier Microphone with Lightning Connector for iOS Devices (19.6' Cable),$39,"For Podcasts, Interviews, YouTube Videos,Lapel Mic with 19.6' Cable,2-Section Cable for TRS or Lightning,Omnidirectional Pickup Pattern",In Stock,,https://www.bhphotovideo.com/c/product/1561504-REG/saramonic_lavmicro_u1b_ultracompact_clip_on_lav_mic.html,Saramonic
395,Rode smartLav+ Lavalier Condenser Microphone Kit with SC3 3.5mm TRRS to TRS Adapter,$74,"Includes Rode smartLav+ Microphone,Includes SC3 3.5mm TRRS to TRS Adapter,Converts TRRS to TRS,Use smartLav+ with TRS-Outfitted Devices",In Stock,,https://www.bhphotovideo.com/c/product/1474694-REG/rode_smartlav_lavalier_condenser_microphone.html,Rode
396,BOYA BY-M1DM Dual Omnidirectional Lavalier Microphone,$25,"For Phones, Mobile Devices & Cameras,Record 2-Person Interviews on 1 Device,Two Omnidirectional Condenser Mics,3.5mm TRRS Connector",In Stock,,https://www.bhphotovideo.com/c/product/1598850-REG/boya_by_m1dm_dual_mic_lavalier_microphone.html,BOYA
397,Samson XPD2 Headset USB Digital Wireless System,$107,"For Broadcasting and Presentations,2.4 GHz Frequency,Plug-and-Play for Mac and Windows,Works with iPhone/iPad & Android Devices",In Stock,,https://www.bhphotovideo.com/c/product/1440150-REG/samson_swxpd2bde5_xpd2_headset_usb_wireless.html,Samson
398,Saramonic Blink 500 Pro B4 2-Person Digital Wireless Omni Lavalier Microphone System for Lightning iOS Devices (2.4 GHz),$349,"For Videographers, Journalists, Vloggers,2 Omni Lav Mics and Built-In Omni Mics,2 Ultracompact Clip-On Pro Transmitters,Ultracompact 2-Channel Plug-In Receiver",In Stock,,https://www.bhphotovideo.com/c/product/1633680-REG/saramonic_blink500prob4_b4_2_tx_rx_2_4ghz_micro_wireless.html,Saramonic
399,Rode Vlogger Kit Universal Filmmaking Kit for Smartphones with 3.5mm Ports,$139,"For Vloggers, Streamers & Influencers,Shotgun Mic Kit for 3.5mm Smartphones,Complete, Portable Recording Solution,Shotgun Mic, On-Camera Light & Tripod",In Stock,,https://www.bhphotovideo.com/c/product/1599311-REG/rode_vlogvmicro_vlogger_kit_universal_all_in_one.html,Rode
400,"Synco P2T Miniature 2-Person Digital Wireless Microphone System with USB Connector for Android Phones (Pearl White, 2.4 GHz)",$119,"For Podcast, Vlog, Streaming, Meetings,2 Clip-On Microphone/Transmitters,Miniature Plug-In Receiver (USB Type-C),Easy to Use, Automatic Pairing",In Stock,,https://www.bhphotovideo.com/c/product/1679225-REG/synco_p2t_wh_2_4g_wireless_microphone_system.html,Synco
401,"Apple 8.3"" iPad mini (6th Gen, 64GB, Wi-Fi + 5G LTE, Purple)",$649,"8.3"" Multi-Touch Liquid Retina Display,2266 x 1488 Screen Resolution (326 ppi),Apple A15 Bionic Chip | 6-Core CPU,64GB Storage | 5-Core GPU",In Stock,,https://www.bhphotovideo.com/c/product/1664345-REG/apple_mk8e3ll_a_ipad_mini_wi_fi.html,Apple
402,"Apple 11"" iPad Pro M1 Chip with Magic Keyboard Kit (Mid 2021, 256GB, Wi-Fi Only, Space Gray)","$1,198","Laptop Experience with Magic Keyboard,11"" Liquid Retina Touchscreen,2388 x 1668 Screen Resolution (264 ppi),Apple M1 8-Core CPU",In Stock,,https://www.bhphotovideo.com/c/product/1648163-REG/apple_11_ipad_pro_m1.html,Apple
403,Sony HXR-MC88 Full HD Camcorder,"$1,298","14.2MP 1"" Exmor RS CMOS Sensor,Record up to Full HD 1080p60 at 28 Mb/s,29mm ZEISS Wide-Angle Lens,OLED Viewfinder with 2.36 Million Dots",More on the Way,https://static.bhphoto.com/images/images345x345/1580476009_1472910.jpg,https://www.bhphotovideo.com/c/product/1472910-REG/sony_hxr_mc88_full_hd_camcorder.html,Sony
404,"JVC GY-HC900C20 2/3"" HD Connected Camcorder with 20x Zoom Lens","$17,399","3 x 2/3"" CMOS Image Sensors,20x Fujinon ENG Zoom Lens,Built-In Wireless LAN, Dual Antennas,Sports Exchange Standard 1080p/720p",More on the Way,https://static.bhphoto.com/images/images345x345/1613475934_1436300.jpg,https://www.bhphotovideo.com/c/product/1436300-REG/jvc_gyhc900f20_connected_cam_2_3_professional.html,JVC
405,Sony a7 III Mirrorless Camera,"$1,537","24MP Full-Frame Exmor R BSI CMOS Sensor,BIONZ X Image Processor & Front-End LSI,693-Point Hybrid AF System,UHD 4K30p Video with HLG & S-Log3 Gammas",In Stock,https://static.bhphoto.com/images/images345x345/1519677934_1394217.jpg,https://www.bhphotovideo.com/c/product/802452157-USE/sony_ilce7m3_b_a7_iii_mirrorless_camera.html,Sony
406,Opticron 10 x 42 BGA Monocular,$209,"Roof Prism,Fully Multi-Coated Optics,Apparent Angle of View: 51°,Close Focus: 6.6'",In Stock,https://static.bhphoto.com/images/images345x345/1550677270_1105260.jpg,https://www.bhphotovideo.com/c/product/1105260-REG/opticron_30441_bga_10x42_monocular.html,Opticron
407,Canon XA11 Compact Full HD Camcorder with HDMI and Composite Output (PAL),"$1,495","Native 1920 x 1080, 1/2.84"" CMOS Sensor,20x HD Zoom Lens,Canon Digic DV 4 Image Processor,Dynamic Image Stabilization",Special Order,https://static.bhphoto.com/images/images345x345/1531744045_1416332.jpg,https://www.bhphotovideo.com/c/product/1416332-REG/canon_xa11_e_xa11_hd_professional_camcorder.html,Canon
408,Panasonic HC-X1000 4K DCI/Ultra HD/Full HD Camcorder (Refurbished),"$1,999","4K DCI & UHD Video/ 8.8MP Stills,1/2.3"" MOS Sensor; 2 x Venus Processors,Leica Dicomar 20x Optical Zoom Lens,Switchable between NTSC and PAL",Back-Ordered,,https://www.bhphotovideo.com/c/product/1659989-REG/panasonic_hc_x1000r_hc_x1000_4k_ultra_hd.html,Panasonic
409,JVC UHD 4K Streaming Camcorder House of Worship Version,"$2,295","1/2.3"" CMOS Sensor, 12x Optical Zoom,Records UHD 4K24/30 at 70/150 Mb/s,IP Control, Optional Live Streaming,4:2:2 4K Video at 24/30p",Special Order,,https://www.bhphotovideo.com/c/product/1486910-REG/jvc_gy_hm250hw_4k_uhd_house_of.html,JVC
410,Panasonic HC-X1 Ultra HD 4K Professional Camcorder (Refurbished),"$2,499","1"" Type MOS Sensor,Record DCI 4K at 24p, UHD 4K up to 60p,MP4, MOV & AVCHD Formats,Dual SDHC/SDXC Memory Card Slots",Back-Ordered,,https://www.bhphotovideo.com/c/product/1659990-REG/panasonic_hc_x1r_hc_x1_4k_ultra_hd.html,Panasonic
411,Panasonic AG-CX10 4K Camcorder,"$2,595","Up to UHD 4K60 Video, 3G-SDI, HDMI Out,NDI|HX Compatible with Optional License,1/2.5"" 8.29M MOS Sensor, Venus Engine,24x Optical Zoom, 48x Digital iZoom",More on the Way,,https://www.bhphotovideo.com/c/product/1538307-REG/panasonic_ag_cx10_4k_camcorder.html,Panasonic
412,Panasonic HC-X1 Ultra HD 4K Professional Camcorder,"$2,697","1"" Type MOS Sensor,Record DCI 4K at 24p, UHD 4K up to 60p,MP4, MOV & AVCHD Formats,Dual SDHC/SDXC Memory Card Slots",In Stock,,https://www.bhphotovideo.com/c/product/1277528-REG/panasonic_hc_x1_4k_ultra_hd.html,Panasonic
413,JVC GY-HM620 ProHD Mobile News Camera,"$2,795","Three 1/3"" 12-Bit CMOS Sensors,Full HD Up to 59.94p/ Records SD Video,Integrated Fujinon 23x Optical Zoom Lens,Supports .MOV, .MP4, and AVCHD 2.0",More on the Way,,https://www.bhphotovideo.com/c/product/1245097-REG/jvc_gy_hm620u_gy_hm620_prohd_mobile_news.html,JVC
414,Sony PXW-Z90V 4K HDR XDCAM with Fast Hybrid AF,"$2,798","Single 1"" Exmor RS CMOS Sensor,UHD 4K (3840 x 2160) up to 30p,4K HDR with Hybrid Log-Gamma (HLG),3G-SDI Output, 2.4/5 GHz Live Streaming",More on the Way,,https://www.bhphotovideo.com/c/product/1362802-REG/sony_pxw_z90v_pxw_z90_4k_hdr_xdcam.html,Sony
415,Sony PXW-Z150 4K XDCAM Camcorder,"$2,998","Single 1"" Exmor RS CMOS Sensor,UHD 4K (3840 x 2160) up to 30p,HD up to 120 fps,Sony G Lens with 12x Optical Zoom",More on the Way,,https://www.bhphotovideo.com/c/product/1222976-REG/sony_pxw_z150_4k_xdcam_camcorder.html,Sony
416,JVC GY-HM660 ProHD Mobile News Streaming Camera,"$3,495","Three 1/3"" 12-Bit CMOS Sensors,Full HD Up to 59.94p/ Records SD Video,Integrated Fujinon 23x Optical Zoom Lens,Supports .MOV, .MP4, and AVCHD 2.0",In Stock,,https://www.bhphotovideo.com/c/product/1245095-REG/jvc_gy_hm660u_gy_hm660_prohd_mobile_news.html,JVC
417,"JVC GY-HC900C20 2/3"" HD Connected Camcorder with 20x Zoom Lens","$17,400","3 x 2/3"" CMOS Image Sensors,20x Canon HDTV Zoom Lens,Built-In Wireless LAN, Dual Antennas,Sports Exchange Standard 1080p/720p",Special Order,https://static.bhphoto.com/images/images345x345/1546865139_1400274.jpg,https://www.bhphotovideo.com/c/product/1400274-REG/jvc_gy_hc900u_gy_hc900_2_3_hd_camcorder.html,JVC
418,Sony PXW-X400KF 16x Auto Focus Zoom Lens Camcorder Kit,"$20,600","Three-Chip 2/3"" Sensor Block,Full HD 1920x1080 up to 60p,XAVC, MPEG HD422/HD420/IMX, DVCAM Codecs,Dual SxS Card Slots, 1 SD Slot for Proxy",Special Order,,https://www.bhphotovideo.com/c/product/1198561-REG/sony_pxw_x400kf_16x_auto_focus.html,Sony
419,Sony PXW-X400KC 20x Manual Focus Zoom Lens Camcorder Kit,"$21,000",,Special Order,,https://www.bhphotovideo.com/c/product/1198562-REG/sony_pxw_x400kc_20x_manual_focus.html,Sony
420,Sony PXW-Z450 4K UHD Shoulder Camcorder (Body Only),"$24,995","Single 2/3"" 4K Exmor R Sensor,B4 Lens Mount,4K UHD/FHD up to 59.94p,Simultaneous Recording to Both SxS Slots",Special Order,,https://www.bhphotovideo.com/c/product/1288914-REG/sony_pxw_z450_xdcam_xavc_memory_camcorder_body.html,Sony
421,Panasonic AJ-PX5100GJ P2 HDR AVC-ULTRA Camcorder with RTSP/RTMP Streaming,"$25,000","Three 2/3"" MOS Image Sensors,Full HD 1920 x 1080 up to 60p,HDR Recording, Simultaneous HDR/SDR Out,RTMP/RTSP Compatible Full HD Streaming",Special Order,,https://www.bhphotovideo.com/c/product/1469190-REG/panasonic_aj_px5100gj_p2_hd_2_3_3mos.html,Panasonic
422,Panasonic B4 interchangeable lens camera recorder,"$25,000",,Special Order,,https://www.bhphotovideo.com/c/product/1532968-REG/panasonic_aj_cx4000gj_b4_interchangeable_lens_camera.html,Panasonic
423,Sony PXW-Z750 4K Shoulder-Mount Broadcast Camcorder (Body Only),,"3-Chip 2/3"" 4K CMOS Sensor,Sony 2/3 Bayonet B4 Lens Mount,UHD 4K/Full HD up to 59.94p,Up to 120 fps Variable Frame Rate",Special Order,,https://www.bhphotovideo.com/c/product/1543790-REG/sony_pxw_z750_4k_2_3_type_3_chip.html,Sony
424,Sony a7 III Mirrorless Camera,"$1,757","24MP Full-Frame Exmor R BSI CMOS Sensor,BIONZ X Image Processor & Front-End LSI,693-Point Hybrid AF System,UHD 4K30p Video with HLG & S-Log3 Gammas",In Stock,https://static.bhphoto.com/images/images345x345/1519677934_1394217.jpg,https://www.bhphotovideo.com/c/product/802458786-USE/sony_ilce7m3_b_a7_iii_mirrorless_camera.html,Sony
425,Apple AirPods Pro with Wireless Charging Case,$169,"For iPhone, Apple Watch, iPad, and Mac,All-New, Lightweight, In-Ear Design,Active Noise Cancellation,Transparency Mode for Hearing Ambience",In Stock,,https://www.bhphotovideo.com/c/product/802453876-USE/apple_mwp22am_a_airpods_pro_with_wireless.html,Apple
426,Canon ZOOM Digital Monocular (Black),$269,"12.1MP CMOS Sensor,100-400mm Equivalent Optical Zoom,One-Touch Switchable Zoom,Full HD 1080p Video at 30 fps",In Stock,https://static.bhphoto.com/images/images345x345/1638348472_1676874.jpg,https://www.bhphotovideo.com/c/product/1676874-REG/canon_5544c006_zoom_digital_monocular_black.html,Canon
427,Opticron 8 x 42 BGA Monocular,$189,"Roof Prism,Fully Multi-Coated Optics,Apparent Angle of View: 50°,Close Focus: 6.6'",In Stock,,https://www.bhphotovideo.com/c/product/1105259-REG/opticron_30440_bga_8x42_monocular.html,Opticron
428,Hawke Sport Optics 10x42 Endurance ED Monocular (Green),$115,"Extra-Low Dispersion Glass Objective,Phase-Corrected BAK4 Roof Prism,Fully Multi-Coated Optics,Nitrogen Filled, Water and Fogproof",In Stock,,https://www.bhphotovideo.com/c/product/1418002-REG/hawke_sport_optics_36321_10x42_endurance_ed_monocular.html,Hawke
429,Konus KonuSmall-3 8-24x40 Monocular,$56,"Compact and Lightweight,8-24x Zoom Magnification,Anti-Reflection Multicoated Optics,Dual-Speed Focusing Mechanism",In Stock,,https://www.bhphotovideo.com/c/product/1583555-REG/konus_2063_konusmall_3_8_24x40_zoom_monocular.html,Konus
430,ZEISS 8x20 Mono T* Monocular,$379,"ZEISS T* Multi-Coating,Achromatic Lenses,Schmidt-Pechan Roof Prism Design,Close Focus 9.8'",In Stock,,https://www.bhphotovideo.com/c/product/119355-USA/Zeiss_52_20_52_8x20_T_Design_Selection.html,ZEISS
431,Leica Monovid 8x20 Monocular (Black),$499,"P40 Phase-Corrected Roof Prism,HDC & AquaDura Coated Lenses,Close Focus under 10"",Close-Up Lens Accessory Included",In Stock,,https://www.bhphotovideo.com/c/product/660475-REG/Leica_40390_Monovid_8x20_Monocular.html,Leica
432,Carson 10x25 Blackwave Monocular,$29,"BK7 Roof Prism,Eyepiece Focusing,Waterproof Housing,Close Focus 4'",In Stock,,https://www.bhphotovideo.com/c/product/924921-REG/carson_wm_025_10x25mm_blackwave_waterproof_binocular.html,Carson
433,Konus KonuSmall-2 7-17x30 Monocular,$35,"7-17x Zoom Magnification,Anti-Reflection Multi-Coated Optics,Slip-Resistant Zoom and Focus Collars,1/4""-20 Threaded Tripod Mount",In Stock,,https://www.bhphotovideo.com/c/product/1401196-REG/konus_2062_konusmall_2_7_17x30_zoom_monocular.html,Konus
434,Celestron 10x25 Nature Monocular,$49,"10x Magnification,25mm Objective,BAK4 Roof Prism,Multi-Coated Optics",In Stock,,https://www.bhphotovideo.com/c/product/761240-REG/Celestron_71210_Nature_10x25_Monocular.html,Celestron
435,Bushnell 10x42 Legend Ultra HD Monocular (Black),$189,"ED Prime Glass,Ultra-Wide Band Coating,RainGuard HD,Wide 65° Apparent Angle of View",In Stock,,https://www.bhphotovideo.com/c/product/845113-REG/Bushnell_191142_10X42_LEGEND_ULTRA_HD.html,Bushnell
436,Bushnell 10x42 Legend Ultra HD Tactical Monocular (Tan),$299,"ED Prime Glass,Ultra-Wide Band Coating,RainGuard HD,Wide 65° Apparent Angle of View",In Stock,,https://www.bhphotovideo.com/c/product/845112-REG/Bushnell_191144_10x42_Legend_Ultra_HD.html,Bushnell
437,JVC GY-HC500U 4K Pro Camcorder with M.2 SSD Media Adapter Kit,"$3,695","1"" CMOS Sensor, 20x Optical Zoom,M.2 SSD Media Adapter Caddy,Record up to UHD 4K60, Proxy Recording,ProRes, MOV, MP4 Recording, IP Streaming",In Stock,,https://www.bhphotovideo.com/c/product/1649420-REG/jvc_gy_hc500mc_gy_hc500u_4k_pro_camcorder.html,JVC
438,Panasonic AG-CX350 4K Camcorder,"$3,695","1"" MOS Sensor,20x Optical, 32x Intelligent Zoom,UHD 4K, 1080p, Variable Frame Rate,Supports LANC Control",More on the Way,,https://www.bhphotovideo.com/c/product/1545631-REG/panasonic_ag_cx350pj5_ag_cx350_4k_camcorder.html,Panasonic
439,"Sony PXW-Z190 4K 3-CMOS 1/3"" Sensor XDCAM Camcorder","$3,748","Three 1/3"" Exmor R CMOS Sensors,4K 60p Recording,Integrated 25x Sony G Optical Zoom Lens,Electronic Variable ND Filter",Back-Ordered,,https://www.bhphotovideo.com/c/product/1400754-REG/sony_pxw_z190_4k_3_cmos_1_3_type.html,Sony
440,Panasonic AJ-PX230 P2 HD 1080p60 AVC Ultra Camcorder,"$3,995","3 x 1/3"" MOS Sensors, 1080p60 AVC Video,Variable Frame Rates up to 60 fps,28 to 616mm CAM-Type 22x Zoom,Three Manual Zoom, Focus, Iris Rings",In Stock,,https://www.bhphotovideo.com/c/product/1442107-REG/panasonic_aj_px230pj8_p2_hd_1080_60p_avc.html,Panasonic
441,JVC GY-HM850CHU ProHD Compact Shoulder Mount Camera,"$5,500","Three 1/3"" CMOS Sensors,Full HD 1920x1080 up to 60p,MPEG-2/AVCHD Recording and Dual Codec,H.264 Recording up to 50 Mbps",Special Order,,https://www.bhphotovideo.com/c/product/1033788-REG/jvc_gy_hm850chu_pro_hd_camcorder.html,JVC
442,Panasonic AJ-PX380 P2 HD AVC-Ultra Camcorder,"$6,300","Three 1/3"" MOS Sensors 2.2MP Resolution,Full HD 1920 x 1080 up to 59.94p,Supports NTSC & PAL Frame Rates,Select AVC-Ultra Formats Recording",Special Order,,https://www.bhphotovideo.com/c/product/1142845-REG/panasonic_aj_px380g_memory_card_camera.html,Panasonic
443,JVC GY-HM650SC ProHD Sports Coaching Camera,,"Three 1/3"" 12-Bit CMOS Sensors,MPEG-2 / AVCHD / H.264 Recording,Records 4:2:0 / Live Output of 4:2:2,Dual Codec Recording for Web Delivery",Special Order,,https://www.bhphotovideo.com/c/product/1208588-REG/jvc_gy_hm650sc_prohd_sports_coaching.html,JVC
444,"Sony PXW-Z280 4K 3-CMOS 1/2"" Sensor XDCAM Camcorder","$6,950","Three 1/2"" Exmor R CMOS Sensors,4K 60p Recording,Integrated 17x Optical Zoom Lens,Electronic Variable ND Filter",More on the Way,,https://www.bhphotovideo.com/c/product/1400753-REG/sony_pxw_z280_4k_3_cmos_1_2_type.html,Sony
445,JVC GY-HM890CHU ProHD Compact Shoulder Mount Camera,"$8,295","Three 1/3"" CMOS Sensors,Full HD 1920x1080 up to 60p,Modular Design for Field/Studio Use,MPEG-2/AVCHD Recording and Dual Codec",In Stock,,https://www.bhphotovideo.com/c/product/1033711-REG/jvc_gy_hm890chu_pro_hd_camcorder.html,JVC
446,Panasonic AJ-PX380 P2 HD Camcorder (Body Only) with AG-BS300PJ Studio Base Station,"$11,295","Three 1/3"" MOS Sensors, 2.2MP Resolution,Full HD 1920 x 1080 up to 59.94p,Base Unit Transmits Signals up to 328',Studio300 Cables Available Separately",Special Order,,https://www.bhphotovideo.com/c/product/1331853-REG/panasonic_px380g_bs300_p2_hd_shoulder_camcorder.html,Panasonic
