company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
DORNA CONSULT SRL,https://www.paginiaurii.ro//companii/VATRA+DORNEI/L4349151/DORNA+CONSULT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
IFN ROMCOM SA,https://www.paginiaurii.ro//companii/ORADEA/L4371738/IFN+ROMCOM+SA/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FAIR VALUE,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4477541/FAIR+VALUE/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AGROSERV MANAGEMENT SRL,"https://www.paginiaurii.ro//companii/6,+BUCURE%C5%9ETI/L4517180/AGROSERV+MANAGEMENT+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BIROUL COMERCIAL AL AMBASADEI UNGARE,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4529403/BIROUL+COMERCIAL+AL+AMBASADEI+UNGARE/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AVENSA CONSULTING SRL,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4500725/AVENSA+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
STRAGIFORM CONSULTING,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4416754/STRAGIFORM+CONSULTING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
INFO VIRTUS S.R.L.,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4476649/INFO+VIRTUS+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ACTUAL CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/PIATRA+NEAM%C5%A2/L4472908/ACTUAL+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
JUST ASSISTANCE,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4455026/JUST+ASSISTANCE/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
INFORM BUSINESS SRL,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4511560/INFORM+BUSINESS+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ALEXANDRU&CRISTI S.R.L.,https://www.paginiaurii.ro//companii/PITE%C5%9ETI/L4354484/ALEXANDRU%26CRISTI+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
OPTIMUM CONSULT SOLUTIONS,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4342699/OPTIMUM+CONSULT+SOLUTIONS/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ODAS GLOBAL CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4454082/ODAS+GLOBAL+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
COMARA PROJECT CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/T%C3%82RGU+JIU/L4479181/COMARA+PROJECT+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
RAWATTEL S.R.L.,https://www.paginiaurii.ro//companii/TIMI%C5%9EOARA/L4530150/RAWATTEL+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SMART GROUP SOLUTIONS - FINANŢĂRI NERAMBURSABILE,https://www.paginiaurii.ro//companii/FOC%C5%9EANI/L4343341/SMART+GROUP+SOLUTIONS+-+FINAN%C5%A2%C4%82RI+NERAMBURSABILE/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BUSINESS CONSULTING GROUP,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4317755/BUSINESS+CONSULTING+GROUP/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AG. DE ARBITRAJ ŞI MEDIERE CONTRACTUALĂ-CONFIDENŢIAL S.R.L.,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4374640/AG.+DE+ARBITRAJ+%C5%9EI+MEDIERE+CONTRACTUAL%C4%82-CONFIDEN%C5%A2IAL+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
REPER CONSULT S.R.L.,https://www.paginiaurii.ro//companii/ALBA+IULIA/L4440344/REPER+CONSULT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
REGIO CONSULT,https://www.paginiaurii.ro//companii/ODORHEIU+SECUIESC/L4517635/REGIO+CONSULT/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
HABITAT PROIECT S.A.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4511254/HABITAT+PROIECT+S.A./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CONSULTING EXPERTS WARTER SRL,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4429982/CONSULTING+EXPERTS+WARTER+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AGRIMAR SUPORT EXPERT,"https://www.paginiaurii.ro//companii/Sector+6,+BUCURE%C5%9ETI/L4440262/AGRIMAR+SUPORT+EXPERT/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CA IB ROMÂNIA S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4333361/CA+IB+ROM%C3%82NIA+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CARBON CONSULT S.R.L.,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4518935/CARBON+CONSULT+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ARISE MANAGEMENT SRL,https://www.paginiaurii.ro//companii/ORADEA/L4360832/ARISE+MANAGEMENT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
B & B CONSULT SRL,https://www.paginiaurii.ro//companii/SLATINA/L4464294/B+%26+B+CONSULT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
GAIA CONSULTING GROUP SRL,https://www.paginiaurii.ro//companii/GHEORGHENI/L4422339/GAIA+CONSULTING+GROUP+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
